action,world_size,number_of_steps,number_of_steps_between_file_dumps,mpi_size,omp_get_max_threads,total_time,t_io,t_io_accumulator,t_io_accumulator_average
i,10000,0,0,1,1,2.692383,0.076072,0.000000,0.000000
i,10000,0,0,1,2,2.716440,0.089523,0.000000,0.000000
i,10000,0,0,1,3,2.689166,0.066027,0.000000,0.000000
i,10000,0,0,1,4,2.691720,0.067840,0.000000,0.000000
i,10000,0,0,1,5,2.691900,0.067116,0.000000,0.000000
i,10000,0,0,1,6,2.690295,0.066304,0.000000,0.000000
i,10000,0,0,1,7,2.694086,0.066417,0.000000,0.000000
i,10000,0,0,1,8,4.326578,1.677858,0.000000,0.000000
i,10000,0,0,1,9,2.678307,0.049373,0.000000,0.000000
i,10000,0,0,1,10,2.693096,0.062655,0.000000,0.000000
i,10000,0,0,1,11,2.696267,0.069909,0.000000,0.000000
i,10000,0,0,1,12,2.700669,0.067382,0.000000,0.000000
i,10000,0,0,1,13,2.697481,0.066921,0.000000,0.000000
i,10000,0,0,1,14,2.698064,0.066294,0.000000,0.000000
i,10000,0,0,1,15,2.696989,0.066974,0.000000,0.000000
i,10000,0,0,1,16,2.747393,0.079660,0.000000,0.000000
i,10000,0,0,1,17,2.701150,0.068483,0.000000,0.000000
i,10000,0,0,1,18,4.238541,1.577618,0.000000,0.000000
i,10000,0,0,1,19,2.686148,0.049396,0.000000,0.000000
i,10000,0,0,1,20,2.706784,0.064123,0.000000,0.000000
i,10000,0,0,1,21,2.711451,0.068650,0.000000,0.000000
i,10000,0,0,1,22,2.705046,0.066890,0.000000,0.000000
i,10000,0,0,1,23,2.704869,0.066943,0.000000,0.000000
i,10000,0,0,1,24,2.708113,0.067252,0.000000,0.000000
i,10000,0,0,1,25,2.708326,0.067200,0.000000,0.000000
i,10000,0,0,1,26,2.706025,0.067431,0.000000,0.000000
i,10000,0,0,1,27,2.706985,0.067321,0.000000,0.000000
i,10000,0,0,1,28,2.706970,0.066984,0.000000,0.000000
i,10000,0,0,1,29,2.709318,0.068315,0.000000,0.000000
i,10000,0,0,1,30,2.709585,0.066856,0.000000,0.000000
i,10000,0,0,1,31,2.745160,0.066025,0.000000,0.000000
i,10000,0,0,1,32,2.712220,0.067013,0.000000,0.000000
i,10000,0,0,1,33,2.710876,0.067290,0.000000,0.000000
i,10000,0,0,1,34,2.709475,0.066913,0.000000,0.000000
