action,world_size,number_of_steps,number_of_steps_between_file_dumps,mpi_size,omp_get_max_threads,total_time,t_io,t_io_accumulator,t_io_accumulator_average
i,10000,0,0,1,1,3.149250,0.310178,0.000000,0.000000
i,10000,0,0,2,1,2.175515,0.158271,0.039823,0.039823
i,10000,0,0,3,1,1.970864,0.150014,0.056574,0.028287
i,10000,0,0,4,1,1.669627,0.142586,0.057574,0.019191
i,10000,0,0,5,1,1.575158,0.141283,0.068617,0.017154
i,10000,0,0,6,1,1.510661,0.139090,0.072310,0.014462
i,10000,0,0,7,1,1.470961,0.136692,0.083669,0.013945
i,10000,0,0,8,1,1.449171,0.138287,0.087649,0.012521
i,10000,0,0,9,1,1.429792,0.136150,0.086548,0.010818
i,10000,0,0,10,1,1.410958,0.133514,0.091115,0.010124
i,10000,0,0,11,1,1.385575,0.132172,0.109884,0.010988
i,10000,0,0,12,1,1.380564,0.137228,0.110342,0.010031
i,10000,0,0,1,1,5.690980,2.812339,0.000000,0.000000
i,10000,0,0,2,1,2.150248,0.160858,0.038744,0.038744
i,10000,0,0,3,1,149.726860,148.000937,0.056021,0.028010
i,10000,0,0,4,1,1.666078,0.140149,0.055674,0.018558
i,10000,0,0,5,1,1.574091,0.139103,0.062656,0.015664
i,10000,0,0,6,1,1.579602,0.134581,0.067731,0.013546
i,10000,0,0,7,1,1.466925,0.136178,0.078598,0.013100
i,10000,0,0,8,1,1.442744,0.138767,0.087161,0.012452
i,10000,0,0,9,1,1.427088,0.138850,0.103263,0.012908
i,10000,0,0,10,1,1.435236,0.132844,0.103655,0.011517
i,10000,0,0,11,1,1.423246,0.133159,0.101896,0.010190
i,10000,0,0,12,1,1.396579,0.136572,0.102101,0.009282
i,10000,0,0,1,1,4.264021,1.385045,0.000000,0.000000
i,10000,0,0,2,1,2.165686,0.174805,0.056058,0.056058
i,10000,0,0,3,1,1.830232,0.149175,0.058675,0.029337
i,10000,0,0,4,1,1.665391,0.140656,0.058686,0.019562
