action,world_size,number_of_steps,number_of_steps_between_file_dumps,mpi_size,omp_get_max_threads,total_time,t_io,t_io_accumulator,t_io_accumulator_average
i,10000,0,0,1,1,2.694070,0.057526,0.000000,0.000000
i,10000,0,0,1,2,2.832649,0.090284,0.000000,0.000000
i,10000,0,0,1,3,2.698890,0.068057,0.000000,0.000000
i,10000,0,0,1,4,2.697141,0.067894,0.000000,0.000000
i,10000,0,0,1,5,2.729208,0.067385,0.000000,0.000000
i,10000,0,0,1,6,2.701425,0.068498,0.000000,0.000000
i,10000,0,0,1,7,2.697442,0.068530,0.000000,0.000000
i,10000,0,0,1,8,2.697827,0.068200,0.000000,0.000000
i,10000,0,0,1,9,2.693413,0.066050,0.000000,0.000000
i,10000,0,0,1,10,2.704998,0.076517,0.000000,0.000000
i,10000,0,0,1,11,2.696428,0.067244,0.000000,0.000000
i,10000,0,0,1,12,2.698402,0.067347,0.000000,0.000000
i,10000,0,0,1,13,2.697896,0.067788,0.000000,0.000000
i,10000,0,0,1,14,2.698267,0.067380,0.000000,0.000000
i,10000,0,0,1,15,2.701776,0.067481,0.000000,0.000000
i,10000,0,0,1,16,2.696889,0.065567,0.000000,0.000000
i,10000,0,0,1,17,2.703727,0.073841,0.000000,0.000000
i,10000,0,0,1,18,2.698908,0.067122,0.000000,0.000000
i,10000,0,0,1,19,2.699215,0.067151,0.000000,0.000000
i,10000,0,0,1,20,2.700360,0.067239,0.000000,0.000000
i,10000,0,0,1,21,2.699992,0.066530,0.000000,0.000000
i,10000,0,0,1,22,2.699896,0.066820,0.000000,0.000000
i,10000,0,0,1,23,2.704388,0.068974,0.000000,0.000000
i,10000,0,0,1,24,2.700547,0.067659,0.000000,0.000000
i,10000,0,0,1,25,2.702813,0.067381,0.000000,0.000000
i,10000,0,0,1,26,2.703350,0.067693,0.000000,0.000000
i,10000,0,0,1,27,2.700433,0.066812,0.000000,0.000000
i,10000,0,0,1,28,2.703820,0.067032,0.000000,0.000000
i,10000,0,0,1,29,2.702570,0.066563,0.000000,0.000000
i,10000,0,0,1,30,2.703078,0.065465,0.000000,0.000000
i,10000,0,0,1,31,2.706921,0.067534,0.000000,0.000000
i,10000,0,0,1,32,2.705753,0.067395,0.000000,0.000000
i,10000,0,0,1,33,2.705133,0.067530,0.000000,0.000000
i,10000,0,0,1,34,2.700642,0.067579,0.000000,0.000000
i,10000,0,0,1,35,2.702599,0.067233,0.000000,0.000000
i,10000,0,0,1,36,2.703903,0.066263,0.000000,0.000000
i,10000,0,0,1,37,2.703359,0.066478,0.000000,0.000000
i,10000,0,0,1,38,2.702346,0.065103,0.000000,0.000000
i,10000,0,0,1,39,2.704989,0.066042,0.000000,0.000000
i,10000,0,0,1,40,2.701715,0.065557,0.000000,0.000000
i,10000,0,0,1,41,2.702505,0.066124,0.000000,0.000000
i,10000,0,0,1,42,2.704604,0.065493,0.000000,0.000000
i,10000,0,0,1,43,2.706254,0.065312,0.000000,0.000000
i,10000,0,0,1,44,2.707392,0.066023,0.000000,0.000000
i,10000,0,0,1,45,2.707193,0.067959,0.000000,0.000000
i,10000,0,0,1,46,2.706724,0.067046,0.000000,0.000000
i,10000,0,0,1,47,2.707855,0.066703,0.000000,0.000000
i,10000,0,0,1,48,2.711120,0.066769,0.000000,0.000000
i,10000,0,0,1,49,2.712948,0.067177,0.000000,0.000000
i,10000,0,0,1,50,2.708785,0.067495,0.000000,0.000000
i,10000,0,0,1,51,2.712681,0.067944,0.000000,0.000000
i,10000,0,0,1,52,2.710599,0.063358,0.000000,0.000000
i,10000,0,0,1,53,2.709806,0.065975,0.000000,0.000000
