dgemm_mkl_epyc_2023-07-01_18-40-00.csv epyc005 2023-07-01_18-40-00
2000,2000,2000,0.044856233,0.044856,356.695133
2500,2500,2500,0.062337518,0.062338,501.303244
3000,3000,3000,0.096003423,0.096003,562.479944
3500,3500,3500,0.142044041,0.142044,603.686007
4000,4000,4000,0.221339802,0.221340,578.296352
4500,4500,4500,0.322213168,0.322213,565.619342
5000,5000,5000,0.446796712,0.446797,559.538585
5500,5500,5500,0.604709339,0.604709,550.264364
6000,6000,6000,0.761035137,0.761035,567.647903
6500,6500,6500,0.979241339,0.979241,560.893396
7000,7000,7000,1.212533442,1.212533,565.757592
7500,7500,7500,1.464210886,1.464211,576.248960
8000,8000,8000,1.740215651,1.740216,588.432818
8500,8500,8500,2.138628911,2.138629,574.316560
9000,9000,9000,2.466114560,2.466115,591.213411
9500,9500,9500,2.913156658,2.913157,588.622653
10000,10000,10000,3.401778459,3.401778,587.927763
10500,10500,10500,3.835589458,3.835589,603.622996
11000,11000,11000,4.339538407,4.339538,613.429298
11500,11500,11500,4.775595486,4.775595,636.936275
12000,12000,12000,3.971262505,3.971263,870.252217
12500,12500,12500,4.152185978,4.152186,940.769518
13000,13000,13000,6.198035167,6.198035,708.934345
13500,13500,13500,8.160731348,8.160731,602.979046
14000,14000,14000,8.911443358,8.911443,615.837388
14500,14500,14500,9.164079857,9.164080,665.342303
15000,15000,15000,11.055317925,11.055318,610.565887
15500,15500,15500,12.127544042,12.127544,614.118570
16000,16000,16000,10.429316493,10.429316,785.478128
16500,16500,16500,11.128457911,11.128458,807.322099
17000,17000,17000,15.344293955,15.344294,640.368337
17500,17500,17500,16.134060413,16.134060,664.355390
18000,18000,18000,17.968558683,17.968559,649.133868
18500,18500,18500,19.070594996,19.070595,664.019660
19000,19000,19000,20.205889767,20.205890,678.910959
19500,19500,19500,18.769912013,18.769912,790.080955
20000,20000,20000,13.682920774,13.682921,1169.340981
2000,2000,2000,0.046161863,0.046162,346.606462
2500,2500,2500,0.062562793,0.062563,499.498160
3000,3000,3000,0.094922483,0.094922,568.885245
3500,3500,3500,0.154218456,0.154218,556.029429
4000,4000,4000,0.218973932,0.218974,584.544465
4500,4500,4500,0.337016322,0.337016,540.774995
5000,5000,5000,0.448726932,0.448727,557.131703
5500,5500,5500,0.593988535,0.593989,560.195998
6000,6000,6000,0.756799688,0.756800,570.824760
6500,6500,6500,0.950258735,0.950259,578.000475
7000,7000,7000,1.219652323,1.219652,562.455371
7500,7500,7500,1.484063726,1.484064,568.540276
8000,8000,8000,1.795618667,1.795619,570.276985
8500,8500,8500,2.127971515,2.127972,577.192877
9000,9000,9000,2.464479599,2.464480,591.605628
9500,9500,9500,2.935318938,2.935319,584.178427
10000,10000,10000,3.366587953,3.366588,594.073296
10500,10500,10500,2.995023698,2.995024,773.032281
11000,11000,11000,3.918720001,3.918720,679.303446
11500,11500,11500,3.000859472,3.000859,1013.626272
12000,12000,12000,3.939649333,3.939649,877.235436
12500,12500,12500,5.924731038,5.924731,659.312630
13000,13000,13000,6.261000960,6.261001,701.804716
13500,13500,13500,8.225202572,8.225203,598.252743
14000,14000,14000,8.779433440,8.779433,625.097284
14500,14500,14500,10.023605035,10.023605,608.289131
15000,15000,15000,10.659224459,10.659224,633.254326
15500,15500,15500,6.751979052,6.751979,1103.046965
16000,16000,16000,10.468441406,10.468441,782.542470
16500,16500,16500,9.397027147,9.397027,956.073645
17000,17000,17000,15.404230687,15.404231,637.876711
17500,17500,17500,16.915086929,16.915087,633.679865
18000,18000,18000,17.973080175,17.973080,648.970565
18500,18500,18500,14.589003879,14.589004,867.999632
19000,19000,19000,18.921993327,18.921993,724.976474
19500,19500,19500,13.133408103,13.133408,1129.162353
20000,20000,20000,21.128699668,21.128700,757.263828
2000,2000,2000,0.045314675,0.045315,353.086500
2500,2500,2500,0.063569614,0.063570,491.587065
3000,3000,3000,0.095311985,0.095312,566.560438
3500,3500,3500,0.149485223,0.149485,573.635295
4000,4000,4000,0.224322423,0.224322,570.607246
4500,4500,4500,0.333802148,0.333802,545.982107
5000,5000,5000,0.453635901,0.453636,551.102766
5500,5500,5500,0.576155035,0.576155,577.535524
6000,6000,6000,0.751783776,0.751784,574.633311
6500,6500,6500,0.982268499,0.982268,559.164832
7000,7000,7000,1.194968447,1.194968,574.073735
7500,7500,7500,1.459084797,1.459085,578.273450
8000,8000,8000,1.769877406,1.769877,578.571147
8500,8500,8500,2.123110985,2.123111,578.514269
9000,9000,9000,2.460360206,2.460360,592.596156
9500,9500,9500,2.959572584,2.959573,579.391095
10000,10000,10000,3.397526297,3.397526,588.663582
10500,10500,10500,3.085583027,3.085583,750.344418
