action,world_size,number_of_steps,number_of_steps_between_file_dumps,mpi_size,omp_get_max_threads,total_time,t_io,t_io_accumulator,t_io_accumulator_average
e2,10000,100,1,1,1,242.554294,5.347225,0.000000,0.000000
e2,10000,100,1,2,1,250.048706,12.466995,2.640122,2.640122
e2,10000,100,1,3,1,248.743694,11.677585,3.924700,1.962350
e2,10000,100,1,4,1,248.128337,11.384877,4.919178,1.639726
e2,10000,100,1,5,1,238.351232,11.273681,6.178993,1.544748
e2,10000,100,1,6,1,249.380624,11.556215,7.060526,1.412105
e2,10000,100,1,7,1,264.921069,26.911243,8.002095,1.333682
e2,10000,100,1,8,1,251.029811,11.736358,8.820669,1.260096
e2,10000,100,1,9,1,249.957658,12.326554,9.311697,1.163962
e2,10000,100,1,10,1,240.553376,13.553596,9.910224,1.101136
e2,10000,100,1,11,1,249.934412,12.174186,10.803776,1.080378
e2,10000,100,1,12,1,249.597509,11.993205,11.551208,1.050110
e2,10000,100,1,13,1,251.185886,13.587696,12.877961,1.073163
e2,10000,100,1,14,1,252.961564,15.216746,13.174668,1.013436
e2,10000,100,1,15,1,255.027755,17.290137,14.282565,1.020183
e2,10000,100,1,16,1,250.163119,21.264703,17.141430,1.142762
e2,10000,100,1,17,1,254.737417,22.032321,16.604759,1.037797
e2,10000,100,1,18,1,251.369012,19.626877,20.796852,1.223344
e2,10000,100,1,19,1,248.647911,21.282667,19.192339,1.066241
e2,10000,100,1,20,1,258.827154,20.594469,16.664077,0.877057
e2,10000,100,1,21,1,250.739837,23.249842,17.446691,0.872335
e2,10000,100,1,22,1,255.902066,17.941960,26.863567,1.279217
e2,10000,100,1,23,1,260.205179,21.564955,23.863726,1.084715
e2,10000,100,1,24,1,247.449422,18.612929,17.574577,0.764112
e2,10000,100,1,25,1,258.437069,20.522448,18.676630,0.778193
e2,10000,100,1,26,1,284.423677,46.104863,19.720490,0.788820
e2,10000,100,1,27,1,248.228421,21.397635,18.076543,0.695252
e2,10000,100,1,28,1,258.360547,20.788570,23.576069,0.873188
