30000,30000,30000,34.354397183,34.354397,1571.851187
29500,29500,29500,32.796847328,32.796847,1565.539196
29000,29000,29000,31.123723013,31.123723,1567.228958
28500,28500,28500,29.317687916,29.317688,1579.191720
28000,28000,28000,27.949837092,27.949837,1570.814165
27500,27500,27500,26.028469377,26.028469,1598.009833
27000,27000,27000,24.648908049,24.648908,1597.068719
26500,26500,26500,23.486789212,23.486789,1584.688723
26000,26000,26000,22.037438038,22.037438,1595.103748
25500,25500,25500,20.741222362,20.741222,1598.881176
25000,25000,25000,19.713694456,19.713694,1585.192470
24500,24500,24500,18.531218143,18.531218,1587.173049
24000,24000,24000,17.365615860,17.365616,1592.111689
23500,23500,23500,16.303013973,16.303014,1592.082914
23000,23000,23000,15.213479965,15.213480,1599.502550
22500,22500,22500,14.460771006,14.460771,1575.382806
22000,22000,22000,13.554138157,13.554138,1571.180680
21500,21500,21500,12.813586592,12.813587,1551.224543
21000,21000,21000,11.654805444,11.654805,1589.215718
20500,20500,20500,10.959682200,10.959682,1572.148689
20000,20000,20000,10.397076430,10.397076,1538.894141
19500,19500,19500,9.556724824,9.556725,1551.760700
19000,19000,19000,8.810671180,8.810671,1556.975595
18500,18500,18500,8.145668921,8.145669,1554.599152
18000,18000,18000,7.487794665,7.487795,1557.735024
17500,17500,17500,6.913922340,6.913922,1550.313913
17000,17000,17000,6.186423698,6.186424,1588.316688
16500,16500,16500,5.673006096,5.673006,1583.684179
16000,16000,16000,5.297252080,5.297252,1546.462180
15500,15500,15500,4.704472973,4.704473,1583.121009
15000,15000,15000,4.270529510,4.270530,1580.600247
14500,14500,14500,3.864682474,3.864682,1577.684594
14000,14000,14000,3.457586859,3.457587,1587.234168
13500,13500,13500,3.242748727,3.242749,1517.462626
13000,13000,13000,2.836519496,2.836519,1549.081544
12500,12500,12500,2.518040254,2.518040,1551.305621
12000,12000,12000,2.217331444,2.217331,1558.630312
11500,11500,11500,1.930608396,1.930608,1575.539610
11000,11000,11000,1.682907148,1.682907,1581.786614
10500,10500,10500,1.478775484,1.478775,1565.653492
10000,10000,10000,1.286833526,1.286834,1554.202591
9500,9500,9500,1.102882266,1.102882,1554.789711
9000,9000,9000,0.907701724,0.907702,1606.254523
8500,8500,8500,0.784506164,0.784506,1565.634607
8000,8000,8000,0.642068137,0.642068,1594.846311
7500,7500,7500,0.534884168,0.534884,1577.444334
7000,7000,7000,0.444844808,0.444845,1542.110839
6500,6500,6500,0.382557747,0.382558,1435.730956
6000,6000,6000,0.276963805,0.276964,1559.770599
5500,5500,5500,0.218482451,0.218482,1523.005617
5000,5000,5000,0.168089412,0.168089,1487.303674
4500,4500,4500,0.122427459,0.122427,1488.636630
4000,4000,4000,0.121772946,0.121773,1051.136596
3500,3500,3500,0.065613419,0.065613,1306.897298
3000,3000,3000,0.044811921,0.044812,1205.036490
2500,2500,2500,0.031347887,0.031348,996.877397
2000,2000,2000,0.018503815,0.018504,864.686552
