action,world_size,number_of_steps,number_of_steps_between_file_dumps,mpi_size,omp_get_max_threads,total_time,t_io,t_io_accumulator,t_io_accumulator_average
i,10000,0,0,1,1,4.395664,1.513617,0.000000,0.000000
i,10000,0,0,2,1,2.228887,0.156110,0.039316,0.039316
i,10000,0,0,3,1,1.832054,0.153008,0.061734,0.030867
i,10000,0,0,4,1,1.683523,0.154800,0.059738,0.019913
i,10000,0,0,5,1,1.574615,0.139947,0.067412,0.016853
i,10000,0,0,6,1,1.511446,0.135801,0.065146,0.013029
i,10000,0,0,7,1,1.471042,0.136185,0.084641,0.014107
i,10000,0,0,8,1,1.500147,0.133896,0.089363,0.012766
i,10000,0,0,9,1,1.417853,0.135785,0.090427,0.011303
i,10000,0,0,10,1,1.402664,0.139615,0.109869,0.012208
i,10000,0,0,11,1,1.397077,0.134605,0.108051,0.010805
i,10000,0,0,12,1,1.385320,0.136751,0.116657,0.010605
i,10000,0,0,1,1,3.330077,0.495423,0.000000,0.000000
i,10000,0,0,2,1,2.150060,0.159656,0.040266,0.040266
i,10000,0,0,3,1,1.829705,0.151485,0.059963,0.029981
i,10000,0,0,4,1,1.672311,0.141050,0.057526,0.019175
i,10000,0,0,5,1,1.570789,0.136974,0.067035,0.016759
i,10000,0,0,6,1,1.935624,0.142847,0.066542,0.013308
i,10000,0,0,7,1,1.471017,0.141038,0.103221,0.017204
i,10000,0,0,8,1,1.444750,0.136038,0.081131,0.011590
i,10000,0,0,9,1,1.427154,0.133778,0.079115,0.009889
Error joining file chunks: file=init_010_005.pgmpart
i,10000,0,0,11,1,1.406244,0.140390,0.122804,0.012280
i,10000,0,0,12,1,1.404004,0.146982,0.180823,0.016438
i,10000,0,0,1,1,3.125112,0.289161,0.000000,0.000000
i,10000,0,0,2,1,2.152283,0.161930,0.041716,0.041716
i,10000,0,0,3,1,1.838844,0.152141,0.059901,0.029950
i,10000,0,0,4,1,1.671253,0.143093,0.057897,0.019299
i,10000,0,0,5,1,1.573035,0.138031,0.061928,0.015482
i,10000,0,0,6,1,1.512919,0.142805,0.089065,0.017813
i,10000,0,0,7,1,1.479905,0.142592,0.077778,0.012963
i,10000,0,0,8,1,1.706742,0.144948,0.076650,0.010950
i,10000,0,0,9,1,1.434120,0.137166,0.083686,0.010461
i,10000,0,0,10,1,2.093141,0.809698,0.092008,0.010223
