dgemm_mkl_epyc_optimized_2023-07-01_19-39-43.csv epyc005 2023-07-01_19-39-43
2000,2000,2000,0.046147615,0.046148,346.713476
2500,2500,2500,0.064090877,0.064091,487.588897
3000,3000,3000,0.098843320,0.098843,546.319165
3500,3500,3500,0.168201698,0.168202,509.804604
4000,4000,4000,0.223116779,0.223117,573.690605
4500,4500,4500,0.350426124,0.350426,520.081088
5000,5000,5000,0.452395161,0.452395,552.614222
5500,5500,5500,0.599253246,0.599253,555.274422
6000,6000,6000,0.751243612,0.751244,575.046487
6500,6500,6500,0.967644765,0.967645,567.615327
7000,7000,7000,1.215276200,1.215276,564.480733
7500,7500,7500,1.464777369,1.464777,576.026103
8000,8000,8000,1.760997439,1.760997,581.488637
8500,8500,8500,2.001501442,2.001501,613.664309
9000,9000,9000,2.229290347,2.229290,654.019788
9500,9500,9500,2.937972173,2.937972,583.650865
10000,10000,10000,3.396921677,3.396922,588.768359
10500,10500,10500,3.841597694,3.841598,602.678933
11000,11000,11000,3.212769348,3.212769,828.568662
11500,11500,11500,4.006921806,4.006922,759.123873
12000,12000,12000,5.330801816,5.330802,648.307725
12500,12500,12500,5.920382639,5.920383,659.796881
13000,13000,13000,6.217428020,6.217428,706.723099
13500,13500,13500,7.080352307,7.080352,694.986603
14000,14000,14000,7.437271113,7.437271,737.905062
14500,14500,14500,8.457845497,8.457845,720.898721
15000,15000,15000,8.950298484,8.950298,754.164793
15500,15500,15500,9.804123609,9.804124,759.654845
16000,16000,16000,10.600287525,10.600288,772.809226
16500,16500,16500,14.485435753,14.485436,620.226423
17000,17000,17000,15.439280012,15.439280,636.428641
17500,17500,17500,16.661676942,16.661677,643.317599
18000,18000,18000,18.276567875,18.276568,638.194221
18500,18500,18500,19.181170292,19.181170,660.191730
19000,19000,19000,20.792500619,20.792501,659.757104
19500,19500,19500,20.313794691,20.313795,730.033469
20000,20000,20000,17.862351261,17.862351,895.738739
2000,2000,2000,0.045784282,0.045784,349.464910
2500,2500,2500,0.076402462,0.076402,409.018233
3000,3000,3000,0.100067101,0.100067,539.637898
3500,3500,3500,0.153915652,0.153916,557.123326
4000,4000,4000,0.230894408,0.230894,554.365959
4500,4500,4500,0.326832895,0.326833,557.624409
5000,5000,5000,0.447978973,0.447979,558.061907
5500,5500,5500,0.587603059,0.587603,566.283641
6000,6000,6000,0.772221047,0.772221,559.425312
6500,6500,6500,0.962598579,0.962599,570.590911
7000,7000,7000,1.214162782,1.214163,564.998376
7500,7500,7500,1.484143579,1.484144,568.509686
8000,8000,8000,1.738408034,1.738408,589.044678
8500,8500,8500,1.978038913,1.978039,620.943295
9000,9000,9000,2.232721685,2.232722,653.014664
9500,9500,9500,2.921985338,2.921985,586.844149
10000,10000,10000,3.374100970,3.374101,592.750489
10500,10500,10500,3.796948476,3.796948,609.765978
11000,11000,11000,3.116562253,3.116562,854.146262
11500,11500,11500,3.938711096,3.938711,772.270402
12000,12000,12000,5.730882269,5.730882,603.048508
12500,12500,12500,5.869752655,5.869753,665.488008
13000,13000,13000,6.238420862,6.238421,704.344913
13500,13500,13500,7.040120671,7.040121,698.958190
14000,14000,14000,7.472492966,7.472493,734.426921
14500,14500,14500,8.557252855,8.557253,712.524230
15000,15000,15000,8.944325169,8.944325,754.668449
15500,15500,15500,9.945795603,9.945796,748.834010
16000,16000,16000,10.428403736,10.428404,785.546878
16500,16500,16500,14.539374106,14.539374,617.925499
17000,17000,17000,15.179034493,15.179034,647.340251
17500,17500,17500,16.586510422,16.586510,646.232977
18000,18000,18000,18.561404382,18.561404,628.400727
18500,18500,18500,18.689771746,18.689772,677.549741
19000,19000,19000,19.858841878,19.858842,690.775428
19500,19500,19500,20.189572321,20.189572,734.525217
20000,20000,20000,20.588156880,20.588157,777.145817
2000,2000,2000,0.048941185,0.048941,326.923020
2500,2500,2500,0.064648454,0.064648,483.383562
3000,3000,3000,0.098257928,0.098258,549.573974
3500,3500,3500,0.151503536,0.151504,565.993390
