m,n,k,elapsed1,elapsed2,GFLOPS
30000,30000,30000,68.259281738,68.259282,791.101204
29500,29500,29500,63.969013042,63.969013,802.650339
29000,29000,29000,60.786495940,60.786496,802.447966
28500,28500,28500,57.941841169,57.941841,799.046925
28000,28000,28000,54.940434649,54.940435,799.119998
27500,27500,27500,51.628938462,51.628938,805.628611
27000,27000,27000,49.116071537,49.116072,801.489182
26500,26500,26500,46.403062928,46.403063,802.086062
26000,26000,26000,44.036586754,44.036587,798.245336
25500,25500,25500,43.560613451,43.560613,761.301262
25000,25000,25000,38.761750854,38.761751,806.207132
24500,24500,24500,36.825898513,36.825899,798.683839
24000,24000,24000,34.661493608,34.661494,797.657490
23500,23500,23500,32.446537377,32.446537,799.954390
23000,23000,23000,30.190449038,30.190449,806.016498
22500,22500,22500,28.286031583,28.286032,805.388693
22000,22000,22000,26.579589989,26.579590,801.216272
21500,21500,21500,25.263090258,25.263090,786.790127
21000,21000,21000,23.136485138,23.136485,800.553753
20500,20500,20500,21.588504869,21.588505,798.121505
20000,20000,20000,19.953987209,19.953987,801.844756
19500,19500,19500,18.765928640,18.765929,790.248662
19000,19000,19000,17.134599692,17.134600,800.602304
18500,18500,18500,15.988597441,15.988597,792.017564
18000,18000,18000,14.482900479,14.482900,805.363540
17500,17500,17500,13.345865474,13.345865,803.151360
17000,17000,17000,12.221331208,12.221331,804.004067
16500,16500,16500,11.236472264,11.236472,799.561445
16000,16000,16000,10.245061926,10.245062,799.604732
15500,15500,15500,9.296849916,9.296850,801.104682
15000,15000,15000,8.437124415,8.437124,800.035613
14500,14500,14500,7.616167203,7.616167,800.566720
14000,14000,14000,6.903408523,6.903409,794.969613
13500,13500,13500,6.088791071,6.088791,808.165355
13000,13000,13000,5.473352587,5.473353,802.798638
12500,12500,12500,4.871055169,4.871055,801.930971
12000,12000,12000,4.289801769,4.289802,805.631632
11500,11500,11500,3.763470366,3.763470,808.230092
11000,11000,11000,3.323831988,3.323832,800.882839
10500,10500,10500,2.886040200,2.886040,802.223753
10000,10000,10000,2.497079172,2.497079,800.935758
9500,9500,9500,2.143876848,2.143877,799.836055
9000,9000,9000,1.806580650,1.806581,807.049494
8500,8500,8500,1.537361228,1.537361,798.933899
8000,8000,8000,1.280433229,1.280433,799.729323
7500,7500,7500,1.066515283,1.066515,791.127904
7000,7000,7000,0.865996498,0.865996,792.151009
6500,6500,6500,0.679326176,0.679326,808.521767
6000,6000,6000,0.537358303,0.537358,803.932865
5500,5500,5500,0.421005953,0.421006,790.368872
5000,5000,5000,0.324550278,0.324550,770.296675
4500,4500,4500,0.230334329,0.230334,791.241153
4000,4000,4000,0.162121520,0.162122,789.531211
3500,3500,3500,0.113051759,0.113052,758.502130
3000,3000,3000,0.073235303,0.073235,737.349308
2500,2500,2500,0.045005435,0.045005,694.360581
2000,2000,2000,0.024171379,0.024171,661.939892
