action,world_size,number_of_steps,number_of_steps_between_file_dumps,mpi_size,omp_get_max_threads,total_time,t_io,t_io_accumulator,t_io_accumulator_average
e0,10000,100,1,64,1,258.335684,13.605201,58.694454,0.931658
e0,10000,100,1,63,1,263.708254,14.430651,69.213658,1.116349
e0,10000,100,1,62,1,262.096125,13.973755,59.060156,0.968199
e0,10000,100,1,61,1,263.793759,14.856297,70.872006,1.181200
e0,10000,100,1,60,1,265.775022,13.695979,53.492300,0.906649
e0,10000,100,1,59,1,268.584935,13.929123,48.391894,0.834343
e0,10000,100,1,58,1,259.247579,13.545848,49.316780,0.865207
e0,10000,100,1,57,1,401.841804,157.586020,50.120268,0.895005
e0,10000,100,1,56,1,254.724908,13.522884,43.490899,0.790744
e0,10000,100,1,55,1,252.192626,13.851782,54.726677,1.013457
e0,10000,100,1,54,1,300.629255,64.736444,45.200399,0.852838
e0,10000,100,1,53,1,264.081762,30.391682,44.786539,0.861280
e0,10000,100,1,52,1,341.175262,106.760114,41.820074,0.820001
e0,10000,100,1,51,1,270.656479,38.054762,48.545377,0.970908
e0,10000,100,1,50,1,246.721720,14.693245,48.472099,0.989227
e0,10000,100,1,49,1,263.956015,34.730910,96.535256,2.011151
e0,10000,100,1,48,1,256.855686,28.132742,73.893761,1.572208
e0,10000,100,1,47,1,252.258619,25.257723,89.539915,1.946520
e0,10000,100,1,46,1,240.389419,14.102650,74.098957,1.646643
e0,10000,100,1,45,1,240.418246,13.956019,61.201460,1.390942
e0,10000,100,1,44,1,238.378425,14.303792,68.608204,1.595540
e0,10000,100,1,43,1,239.504361,15.371233,79.576754,1.894685
e0,10000,100,1,42,1,238.215110,15.468141,120.336149,2.935028
e0,10000,100,1,41,1,237.095273,13.725197,69.585051,1.739626
e0,10000,100,1,40,1,242.622320,19.617868,53.458973,1.370743
e0,10000,100,1,39,1,242.043460,17.976279,53.898947,1.418393
e0,10000,100,1,38,1,246.810884,23.635009,53.795245,1.453926
