action,world_size,number_of_steps,number_of_steps_between_file_dumps,mpi_size,omp_get_max_threads,total_time,t_io,t_io_accumulator,t_io_accumulator_average
e1,10000,100,1,64,1,15.554182,11.244239,40.122650,0.636867
e1,10000,100,1,63,1,16.305081,11.971096,29.003655,0.467801
e1,10000,100,1,62,1,17.398164,12.913526,33.714379,0.552695
e1,10000,100,1,61,1,24.088626,15.674024,228.462671,3.807711
e1,10000,100,1,60,1,23.939287,16.515399,239.368397,4.057091
e1,10000,100,1,59,1,24.888900,17.153823,224.522345,3.871075
e1,10000,100,1,58,1,22.933112,16.192129,183.576430,3.220639
e1,10000,100,1,57,1,24.058510,16.012223,175.797876,3.139248
e1,10000,100,1,56,1,24.141775,16.609366,211.462030,3.844764
e1,10000,100,1,55,1,24.392822,16.163497,173.679595,3.216289
e1,10000,100,1,54,1,24.887859,17.127152,209.575771,3.954260
e1,10000,100,1,53,1,24.731027,15.213946,166.924526,3.210087
e1,10000,100,1,52,1,24.571339,16.510542,187.409594,3.674698
e1,10000,100,1,51,1,24.797105,16.938872,145.470273,2.909405
e1,10000,100,1,50,1,24.848387,15.290712,139.771350,2.852477
e1,10000,100,1,49,1,24.734878,16.092176,127.800145,2.662503
e1,10000,100,1,48,1,25.168628,16.221366,125.671841,2.673869
e1,10000,100,1,47,1,25.808443,17.795492,194.147223,4.220592
e1,10000,100,1,46,1,24.864024,17.143196,194.150661,4.314459
e1,10000,100,1,45,1,24.322993,16.639204,167.095715,3.797630
e1,10000,100,1,44,1,24.087138,16.214417,156.933677,3.649620
e1,10000,100,1,43,1,23.199925,15.891960,141.809273,3.376411
e1,10000,100,1,42,1,25.211148,16.424701,157.307013,3.836756
e1,10000,100,1,41,1,24.618660,15.731174,150.459089,3.761477
e1,10000,100,1,40,1,24.310053,14.878187,135.195028,3.466539
e1,10000,100,1,39,1,25.166914,17.062671,180.467448,4.749143
e1,10000,100,1,38,1,25.380079,15.790730,163.673134,4.423598
e1,10000,100,1,37,1,26.683912,17.478256,157.566442,4.376846
e1,10000,100,1,36,1,25.704703,16.176083,135.889894,3.882568
e1,10000,100,1,35,1,26.359284,15.749237,119.692102,3.520356
e1,10000,100,1,34,1,26.870428,17.951609,162.304526,4.918319
e1,10000,100,1,33,1,25.708930,15.756915,103.266909,3.227091
e1,10000,100,1,32,1,26.830354,16.372204,123.341828,3.978769
e1,10000,100,1,31,1,26.917705,16.572130,128.416048,4.280535
e1,10000,100,1,30,1,25.270733,15.736748,122.287839,4.216822
e1,10000,100,1,29,1,25.712559,15.848181,122.051429,4.358980
e1,10000,100,1,28,1,26.233936,15.704964,92.785769,3.436510
e1,10000,100,1,27,1,26.457006,14.790223,82.385897,3.168688
e1,10000,100,1,26,1,25.909920,15.361517,105.704680,4.228187
e1,10000,100,1,25,1,26.070936,14.583814,71.237458,2.968227
e1,10000,100,1,24,1,25.812249,14.191668,64.687811,2.812514
e1,10000,100,1,23,1,26.160348,14.029619,63.063964,2.866544
e1,10000,100,1,22,1,27.700269,14.141253,45.981843,2.189612
e1,10000,100,1,21,1,27.411637,14.112846,47.130973,2.356549
e1,10000,100,1,20,1,27.353782,13.172651,44.731695,2.354300
e1,10000,100,1,19,1,29.398389,14.223230,46.038957,2.557720
e1,10000,100,1,18,1,30.030791,13.423353,58.911876,3.465404
e1,10000,100,1,17,1,30.366700,12.757560,33.380785,2.086299
e1,10000,100,1,16,1,32.647213,14.253758,34.503363,2.300224
e1,10000,100,1,15,1,29.098610,13.489987,38.841850,2.774418
e1,10000,100,1,14,1,26.261017,12.396432,19.246809,1.480524
e1,10000,100,1,13,1,27.894598,13.227940,24.585245,2.048770
e1,10000,100,1,12,1,28.064199,12.275578,15.011934,1.364721
e1,10000,100,1,11,1,28.966004,11.897656,12.643241,1.264324
e1,10000,100,1,10,1,31.636491,12.843717,12.053614,1.339290
e1,10000,100,1,9,1,32.655827,11.906456,10.063016,1.257877
e1,10000,100,1,8,1,35.482179,12.040396,9.452056,1.350294
e1,10000,100,1,7,1,39.604339,13.002794,8.858859,1.476477
e1,10000,100,1,6,1,43.388566,12.455831,8.373653,1.674731
e1,10000,100,1,5,1,49.376243,12.368832,6.697036,1.674259
e1,10000,100,1,4,1,58.963281,12.874533,5.605473,1.868491
e1,10000,100,1,3,1,75.317407,14.201504,4.467514,2.233757
e1,10000,100,1,2,1,107.451220,14.925035,3.156532,3.156532
e1,10000,100,1,1,1,192.046031,5.685063,0.000000,0.000000
e1,100,100,1,64,1,5.220486,3.777050,134.603286,2.136560
e1,100,100,1,63,1,5.036696,3.691487,116.738281,1.882876
e1,100,100,1,62,1,5.106961,3.715769,125.091922,2.050687
e1,100,100,1,61,1,4.905453,3.496577,112.767333,1.879456
e1,100,100,1,60,1,4.905580,3.599303,96.981973,1.643762
e1,100,100,1,59,1,4.494782,3.165071,88.551067,1.526743
e1,100,100,1,58,1,4.930612,3.534450,113.015330,1.982725
e1,100,100,1,57,1,5.845850,3.896239,102.623758,1.832567
e1,100,100,1,56,1,4.670568,3.135514,86.294710,1.568995
e1,100,100,1,55,1,4.736839,3.045489,95.447640,1.767549
e1,100,100,1,54,1,4.822938,3.016776,86.945233,1.640476
e1,100,100,1,53,1,4.643299,3.072928,75.097262,1.444178
e1,100,100,1,52,1,4.578432,2.830320,74.613402,1.463008
e1,100,100,1,51,1,5.163996,3.406410,103.256771,2.065135
e1,100,100,1,50,1,5.110188,3.357139,72.390275,1.477353
e1,100,100,1,49,1,4.198224,2.629450,60.908910,1.268936
e1,100,100,1,48,1,4.742235,2.955964,81.786315,1.740134
e1,100,100,1,47,1,4.372876,2.807395,66.462382,1.444834
e1,100,100,1,46,1,4.436787,2.840355,74.986121,1.666358
e1,100,100,1,45,1,3.887028,2.389906,50.742418,1.153237
e1,100,100,1,44,1,4.505146,3.018700,67.645606,1.573154
e1,100,100,1,43,1,3.824925,2.367844,51.230980,1.219785
e1,100,100,1,42,1,3.601470,2.198959,44.675440,1.089645
e1,100,100,1,41,1,3.938149,2.505202,46.862952,1.171574
e1,100,100,1,40,1,3.956373,2.585368,53.801759,1.379532
e1,100,100,1,39,1,3.511298,1.978365,35.579095,0.936292
e1,100,100,1,38,1,3.922387,2.498951,46.217656,1.249126
e1,100,100,1,37,1,3.638793,2.289065,39.570690,1.099186
e1,100,100,1,36,1,3.453487,2.003306,32.233336,0.920952
e1,100,100,1,35,1,3.297693,1.873452,30.464079,0.896002
e1,100,100,1,34,1,2.919155,1.601176,23.756561,0.719896
e1,100,100,1,33,1,3.249719,1.929122,31.608770,0.987774
e1,100,100,1,32,1,2.961242,1.681549,24.853275,0.801719
e1,100,100,1,31,1,2.899639,1.594597,22.424377,0.747479
e1,100,100,1,30,1,2.811489,1.515588,22.326886,0.769893
e1,100,100,1,29,1,2.844720,1.495058,16.905246,0.603759
e1,100,100,1,28,1,2.702761,1.442902,17.370387,0.643348
e1,100,100,1,27,1,2.656322,1.389315,16.020043,0.616156
e1,100,100,1,26,1,2.592011,1.300991,15.444151,0.617766
e1,100,100,1,25,1,2.545091,1.307838,14.589519,0.607897
e1,100,100,1,24,1,2.532224,1.283881,13.638804,0.592991
e1,100,100,1,23,1,2.329728,1.145897,10.437768,0.474444
e1,100,100,1,22,1,2.306742,1.079278,9.820896,0.467662
e1,100,100,1,21,1,2.287004,1.081705,9.269053,0.463453
e1,100,100,1,20,1,2.484597,1.196271,10.370143,0.545797
e1,100,100,1,19,1,2.550851,1.322021,7.385257,0.410292
e1,100,100,1,18,1,2.319924,1.135582,6.621566,0.389504
e1,100,100,1,17,1,2.068696,0.861958,5.988752,0.374297
e1,100,100,1,16,1,1.904807,0.721757,4.790576,0.319372
e1,100,100,1,15,1,1.937579,0.777467,4.909675,0.350691
e1,100,100,1,14,1,1.831993,0.684482,3.876018,0.298155
e1,100,100,1,13,1,1.889187,0.745883,3.487099,0.290592
e1,100,100,1,12,1,1.986389,0.840873,4.174426,0.379493
e1,100,100,1,11,1,1.649940,0.470676,2.370666,0.237067
e1,100,100,1,10,1,1.560199,0.376048,1.800938,0.200104
e1,100,100,1,9,1,1.578980,0.468914,1.464659,0.183082
e1,100,100,1,8,1,1.511627,0.419209,1.135936,0.162277
e1,100,100,1,7,1,1.425929,0.304559,0.765425,0.127571
e1,100,100,1,6,1,1.397351,0.276782,0.567842,0.113568
e1,100,100,1,5,1,1.420601,0.312864,0.444838,0.111209
e1,100,100,1,4,1,1.382081,0.293243,0.269923,0.089974
e1,100,100,1,3,1,1.227099,0.169867,0.092476,0.046238
e1,100,100,1,2,1,1.177229,0.116960,0.033806,0.033806
e1,100,100,1,1,1,1.084767,0.026233,0.000000,0.000000
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
ERROR occurred while reading file=pattern_random1.pgm
