action,world_size,number_of_steps,number_of_steps_between_file_dumps,mpi_size,omp_get_max_threads,total_time,t_io,t_io_accumulator,t_io_accumulator_average
e3,100,100,100000,1,54,1.075661,0.007784,0.000000,0.000000
e3,100,100,100000,1,53,1.067995,0.005120,0.000000,0.000000
e3,100,100,100000,1,52,1.068446,0.005237,0.000000,0.000000
e3,100,100,100000,1,51,1.069138,0.006196,0.000000,0.000000
e3,100,100,100000,1,50,1.068541,0.005258,0.000000,0.000000
e3,100,100,100000,1,49,1.069069,0.005857,0.000000,0.000000
e3,100,100,100000,1,48,1.069038,0.005466,0.000000,0.000000
e3,100,100,100000,1,47,1.068942,0.005771,0.000000,0.000000
e3,100,100,100000,1,46,1.068197,0.005422,0.000000,0.000000
e3,100,100,100000,1,45,1.069606,0.005866,0.000000,0.000000
e3,100,100,100000,1,44,1.068831,0.005698,0.000000,0.000000
e3,100,100,100000,1,43,1.069573,0.006243,0.000000,0.000000
e3,100,100,100000,1,42,1.069128,0.005543,0.000000,0.000000
e3,100,100,100000,1,41,1.069700,0.005849,0.000000,0.000000
e3,100,100,100000,1,40,1.067605,0.005008,0.000000,0.000000
e3,100,100,100000,1,39,1.076833,0.013235,0.000000,0.000000
e3,100,100,100000,1,38,1.076890,0.012739,0.000000,0.000000
e3,100,100,100000,1,37,1.088418,0.021432,0.000000,0.000000
e3,100,100,100000,1,36,1.076793,0.012507,0.000000,0.000000
e3,100,100,100000,1,35,1.071871,0.008561,0.000000,0.000000
e3,100,100,100000,1,34,1.069011,0.005518,0.000000,0.000000
e3,100,100,100000,1,33,1.068965,0.006199,0.000000,0.000000
e3,100,100,100000,1,32,1.068971,0.005420,0.000000,0.000000
e3,100,100,100000,1,31,1.069462,0.005540,0.000000,0.000000
e3,100,100,100000,1,30,1.068859,0.005758,0.000000,0.000000
e3,100,100,100000,1,29,1.069994,0.006670,0.000000,0.000000
e3,100,100,100000,1,28,1.069481,0.005819,0.000000,0.000000
e3,100,100,100000,1,27,1.126745,0.060777,0.000000,0.000000
e3,100,100,100000,1,26,1.083862,0.019275,0.000000,0.000000
e3,100,100,100000,1,25,1.138937,0.070363,0.000000,0.000000
e3,100,100,100000,1,24,1.107287,0.042035,0.000000,0.000000
