action,world_size,number_of_steps,number_of_steps_between_file_dumps,mpi_size,omp_get_max_threads,total_time,t_io,t_io_accumulator,t_io_accumulator_average
e1,20000,100,100000,12,1,112.090598,1.107094,6.168112,0.560737
e1,20000,100,100000,11,1,122.012803,1.084523,5.183343,0.518334
e1,20000,100,100000,10,1,133.844370,1.027925,4.533191,0.503688
e1,20000,100,100000,9,1,148.647056,1.203505,5.407803,0.675975
e1,20000,100,100000,8,1,166.707792,1.113407,4.000893,0.571556
e1,20000,100,100000,7,1,190.218804,1.054803,3.137167,0.522861
e1,20000,100,100000,6,1,221.528530,1.077684,2.676910,0.535382
e1,20000,100,100000,5,1,265.479313,1.138066,2.402306,0.600576
e1,20000,100,100000,4,1,331.663942,1.054095,1.586026,0.528675
e1,20000,100,100000,3,1,440.740576,1.130414,1.199869,0.599935
e1,20000,100,100000,2,1,660.917889,1.176581,0.639878,0.639878
e1,20000,100,100000,1,1,1327.963232,1.044386,0.000000,0.000000
e1,20000,100,100000,12,1,112.125495,1.057871,5.738017,0.521638
e1,20000,100,100000,11,1,122.469656,1.338814,8.183134,0.818313
e1,20000,100,100000,10,1,134.369181,1.299972,6.936710,0.770746
e1,20000,100,100000,9,1,148.378381,1.034420,4.033429,0.504179
e1,20000,100,100000,8,1,166.716280,1.085435,3.966618,0.566660
e1,20000,100,100000,7,1,190.251530,1.127759,3.629140,0.604857
e1,20000,100,100000,6,1,221.626708,1.126999,3.059674,0.611935
e1,20000,100,100000,5,1,265.484456,1.134612,2.433421,0.608355
e1,20000,100,100000,4,1,331.675370,1.185779,1.967912,0.655971
e1,20000,100,100000,3,1,440.886801,1.150381,1.262674,0.631337
e1,20000,100,100000,2,1,661.289465,1.637814,1.121928,1.121928
